company,Prev_Close,Current_Price,Changes,comments
Genesys Int.Corp.,494.30,501.40,1.44,weekly nse groupall 2022-12-02
Aarti Ind. Ltd,664.40,673.90,1.43,weekly nse groupall 2022-12-02
HFCL,80.25,81.40,1.43,weekly nse groupall 2022-12-02
HDFC AMC,"2,162.95","2,193.95",1.43,weekly nse groupall 2022-12-02
TTK Healthcare Ltd.,897.20,910.05,1.43,weekly nse groupall 2022-12-02
Rajratan Global Wire,914.70,927.70,1.42,weekly nse groupall 2022-12-02
NTPC,169.75,172.15,1.41,weekly nse groupall 2022-12-02
I G Petrochemicals,524.45,531.80,1.4,weekly nse groupall 2022-12-02
Signet Industries,39.15,39.70,1.4,weekly nse groupall 2022-12-02
Ador Welding Ltd.,860.00,871.95,1.39,weekly nse groupall 2022-12-02
Digicontent,14.35,14.55,1.39,weekly nse groupall 2022-12-02
Nesco Ltd.,620.85,629.45,1.39,weekly nse groupall 2022-12-02
Kaveri Seed Company,508.10,515.15,1.39,weekly nse groupall 2022-12-02
Panache Digilife,65.30,66.20,1.38,weekly nse groupall 2022-12-02
Everest Kanto Cylind,97.65,99.00,1.38,weekly nse groupall 2022-12-02
LG Balakrishnan&Bros,704.35,713.95,1.36,weekly nse groupall 2022-12-02
Parsvnath Developers,7.35,7.45,1.36,weekly nse groupall 2022-12-02
PNB Gilts Ltd.,62.85,63.70,1.35,weekly nse groupall 2022-12-02
Reliance Home Fin,3.70,3.75,1.35,weekly nse groupall 2022-12-02
Omax Auto,59.15,59.95,1.35,weekly nse groupall 2022-12-02
Mittal Life Style,11.15,11.30,1.35,weekly nse groupall 2022-12-02
NMDC Ltd.,118.30,119.90,1.35,weekly nse groupall 2022-12-02
Diligent Media Corp,3.75,3.80,1.33,weekly nse groupall 2022-12-02
BF Investment Ltd.,284.10,287.85,1.32,weekly nse groupall 2022-12-02
Tamilnadu Telecom,7.60,7.70,1.32,weekly nse groupall 2022-12-02
P&G Hygiene&Health,"13,957.05","14,140.80",1.32,weekly nse groupall 2022-12-02
Guj. Sidhee Ceme,38.20,38.70,1.31,weekly nse groupall 2022-12-02
FSN E-Commerce Ventu,176.05,178.35,1.31,weekly nse groupall 2022-12-02
Manaksia Ltd.,76.25,77.25,1.31,weekly nse groupall 2022-12-02
Privi Speciality Che,"1,177.05","1,192.50",1.31,weekly nse groupall 2022-12-02
Can Fin Homes,544.70,551.80,1.3,weekly nse groupall 2022-12-02
PSP Projects,628.70,636.85,1.3,weekly nse groupall 2022-12-02
Tata Coffee,228.75,231.70,1.29,weekly nse groupall 2022-12-02
Lux Industries,"1,694.75","1,716.45",1.28,weekly nse groupall 2022-12-02
Thomas Scott (India),39.00,39.50,1.28,weekly nse groupall 2022-12-02
Capri Global Capital,742.00,751.50,1.28,weekly nse groupall 2022-12-02
Syncom Formul.,7.80,7.90,1.28,weekly nse groupall 2022-12-02
Aurobindo Pharma,464.05,470.00,1.28,weekly nse groupall 2022-12-02
Mrs. Bectors Food Sp,426.20,431.60,1.27,weekly nse groupall 2022-12-02
UNO Minda,549.35,556.30,1.27,weekly nse groupall 2022-12-02
Affle (India),"1,218.00","1,233.45",1.27,weekly nse groupall 2022-12-02
Pioneer Emb.,44.15,44.70,1.25,weekly nse groupall 2022-12-02
J Kumar Infraproject,276.15,279.60,1.25,weekly nse groupall 2022-12-02
Global Health,451.80,457.45,1.25,weekly nse groupall 2022-12-02
Gallantt Ispat,64.20,65.00,1.25,weekly nse groupall 2022-12-02
Kansai Nerolac Paint,435.30,440.70,1.24,weekly nse groupall 2022-12-02
Sejal Glass,252.90,256.00,1.23,weekly nse groupall 2022-12-02
Libas Consumer Produ,20.45,20.70,1.22,weekly nse groupall 2022-12-02
Walchandnagar,65.55,66.35,1.22,weekly nse groupall 2022-12-02
Bosch Ltd.,"16,936.60","17,143.30",1.22,weekly nse groupall 2022-12-02
Edelweiss Fin. Ser,66.20,67.00,1.21,weekly nse groupall 2022-12-02
Tejas Networks,633.70,641.25,1.19,weekly nse groupall 2022-12-02
Surya Roshni Ltd,475.55,481.20,1.19,weekly nse groupall 2022-12-02
Muthoot Capital,285.30,288.70,1.19,weekly nse groupall 2022-12-02
Delphi World Money,405.90,410.70,1.18,weekly nse groupall 2022-12-02
Sirca Paints India,687.30,695.35,1.17,weekly nse groupall 2022-12-02
Lambodhara Texti,102.95,104.15,1.17,weekly nse groupall 2022-12-02
Shyam Century Ferro,21.60,21.85,1.16,weekly nse groupall 2022-12-02
IRCTC,721.70,730.10,1.16,weekly nse groupall 2022-12-02
Asian Granito India,51.75,52.35,1.16,weekly nse groupall 2022-12-02
Divi's Lab,"3,342.65","3,381.25",1.15,weekly nse groupall 2022-12-02
Sun TV Network Ltd.,486.05,491.65,1.15,weekly nse groupall 2022-12-02
Anik Industries,39.00,39.45,1.15,weekly nse groupall 2022-12-02
Bannari Amman Su,"3,048.85","3,084.05",1.15,weekly nse groupall 2022-12-02
Lakshmi Machines,"13,107.45","13,256.40",1.14,weekly nse groupall 2022-12-02
Asian Paints Ltd.,"3,108.15","3,143.45",1.14,weekly nse groupall 2022-12-02
Nestle India,"19,529.35","19,751.20",1.14,weekly nse groupall 2022-12-02
Oriental Trimex,8.75,8.85,1.14,weekly nse groupall 2022-12-02
Peninsula Land L,13.15,13.30,1.14,weekly nse groupall 2022-12-02
GHCL,569.15,575.55,1.12,weekly nse groupall 2022-12-02
Varroc Engineering,289.65,292.90,1.12,weekly nse groupall 2022-12-02
The Anup Engineering,870.70,880.45,1.12,weekly nse groupall 2022-12-02
Gillanders Arbut,75.65,76.50,1.12,weekly nse groupall 2022-12-02
Hitachi Energy India,"2,904.10","2,936.25",1.11,weekly nse groupall 2022-12-02
Linc L,379.90,384.10,1.11,weekly nse groupall 2022-12-02
Greenlam Industries,331.10,334.75,1.1,weekly nse groupall 2022-12-02
Eldeco Housing &,609.85,616.55,1.1,weekly nse groupall 2022-12-02
L&T,"2,062.75","2,085.50",1.1,weekly nse groupall 2022-12-02
3M India Ltd.,"22,900.80","23,149.35",1.09,weekly nse groupall 2022-12-02
Ramco Industries,164.75,166.55,1.09,weekly nse groupall 2022-12-02
Lumax Inds.,"1,890.80","1,910.75",1.06,weekly nse groupall 2022-12-02
Five-Star Business F,512.55,518.00,1.06,weekly nse groupall 2022-12-02
TVS Motor Co. Ltd.,"1,037.45","1,048.40",1.06,weekly nse groupall 2022-12-02
Pritish Nandy Comm.,42.40,42.85,1.06,weekly nse groupall 2022-12-02
Zenith Steel Pipes,4.70,4.75,1.06,weekly nse groupall 2022-12-02
SoftTech Engineers,149.10,150.65,1.04,weekly nse groupall 2022-12-02
Lyka Labs,136.25,137.65,1.03,weekly nse groupall 2022-12-02
B C Power Controls L,4.85,4.90,1.03,weekly nse groupall 2022-12-02
SJVN Ltd.,38.85,39.25,1.03,weekly nse groupall 2022-12-02
Lokesh Machines,102.75,103.80,1.02,weekly nse groupall 2022-12-02
MMP Industries Ltd.,132.35,133.70,1.02,weekly nse groupall 2022-12-02
Amara Raja Batt.,646.50,653.10,1.02,weekly nse groupall 2022-12-02
Finolex Industries,161.75,163.40,1.02,weekly nse groupall 2022-12-02
FIEM Industries,"1,964.70","1,984.70",1.02,weekly nse groupall 2022-12-02
Wealth First Portfol,291.75,294.70,1.01,weekly nse groupall 2022-12-02
V-Mart Retail,"2,773.00","2,800.50",0.99,weekly nse groupall 2022-12-02
Jagran Prakashan,71.50,72.20,0.98,weekly nse groupall 2022-12-02
Adani Ports & Speci,879.60,888.20,0.98,weekly nse groupall 2022-12-02
Shanti Overseas (Ind,20.55,20.75,0.97,weekly nse groupall 2022-12-02
Vardhman Textiles Lt,341.35,344.65,0.97,weekly nse groupall 2022-12-02
Ahluwalia Contra,429.80,433.95,0.97,weekly nse groupall 2022-12-02
Balaxi Pharmaceutica,575.55,581.15,0.97,weekly nse groupall 2022-12-02
Excel Industries,"1,176.40","1,187.65",0.96,weekly nse groupall 2022-12-02
Kolte-Patil Develope,312.95,315.95,0.96,weekly nse groupall 2022-12-02
Wonder Fibromats,195.30,197.15,0.95,weekly nse groupall 2022-12-02
Coffee Day Enterpris,52.45,52.95,0.95,weekly nse groupall 2022-12-02
Carysil L,493.90,498.60,0.95,weekly nse groupall 2022-12-02
TV Today Network Ltd,249.15,251.50,0.94,weekly nse groupall 2022-12-02
Inox Wind Energy,997.80,"1,007.15",0.94,weekly nse groupall 2022-12-02
Kapston Services,118.55,119.65,0.93,weekly nse groupall 2022-12-02
Sanofi India,"5,689.50","5,742.65",0.93,weekly nse groupall 2022-12-02
Amrutanjan Health Ca,705.80,712.35,0.93,weekly nse groupall 2022-12-02
RS Software (India),26.75,27.00,0.93,weekly nse groupall 2022-12-02
Bharat Forge,847.05,854.95,0.93,weekly nse groupall 2022-12-02
RateGain Travel Tech,305.95,308.75,0.92,weekly nse groupall 2022-12-02
Pilani Investmen,"1,916.25","1,933.95",0.92,weekly nse groupall 2022-12-02
Aban Offshore,48.65,49.10,0.92,weekly nse groupall 2022-12-02
Jindal Stainless (Hi,339.10,342.20,0.91,weekly nse groupall 2022-12-02
Archidply Industries,76.85,77.55,0.91,weekly nse groupall 2022-12-02
Sudarshan Chem.,388.45,392.00,0.91,weekly nse groupall 2022-12-02
Goyal Aluminiums,154.40,155.80,0.91,weekly nse groupall 2022-12-02
Navkar Corporation L,55.50,56.00,0.9,weekly nse groupall 2022-12-02
Sarla Performance Fi,44.85,45.25,0.89,weekly nse groupall 2022-12-02
Mahindra Logistics L,503.40,507.90,0.89,weekly nse groupall 2022-12-02
Rallis India,238.90,241.00,0.88,weekly nse groupall 2022-12-02
Dreamfolks Services,371.15,374.40,0.88,weekly nse groupall 2022-12-02
Titan Company,"2,595.40","2,617.90",0.87,weekly nse groupall 2022-12-02
Bharat Dynamics,957.95,966.30,0.87,weekly nse groupall 2022-12-02
Guj. Alkalie & C,787.25,794.00,0.86,weekly nse groupall 2022-12-02
KSB,"1,911.00","1,927.50",0.86,weekly nse groupall 2022-12-02
Thomas Cook (I),75.40,76.05,0.86,weekly nse groupall 2022-12-02
Zuari Industries,146.10,147.35,0.86,weekly nse groupall 2022-12-02
Guj. Raffia Indu,29.25,29.50,0.85,weekly nse groupall 2022-12-02
Crompton Greaves Con,365.20,368.25,0.84,weekly nse groupall 2022-12-02
UPL,777.15,783.70,0.84,weekly nse groupall 2022-12-02
Meghmani Finechem,"1,249.65","1,260.10",0.84,weekly nse groupall 2022-12-02
Barak Valley Cements,23.90,24.10,0.84,weekly nse groupall 2022-12-02
Sterlite Technologie,175.40,176.85,0.83,weekly nse groupall 2022-12-02
Khadim India,264.25,266.45,0.83,weekly nse groupall 2022-12-02
Mindteck (India),138.50,139.65,0.83,weekly nse groupall 2022-12-02
Samvardhana Mother,73.40,74.00,0.82,weekly nse groupall 2022-12-02
Cipla,"1,105.35","1,114.35",0.81,weekly nse groupall 2022-12-02
Tata Consumer Produc,789.15,795.55,0.81,weekly nse groupall 2022-12-02
Elgi Equipments,484.95,488.85,0.8,weekly nse groupall 2022-12-02
Shriram Trans.Fi,"1,280.15","1,290.35",0.8,weekly nse groupall 2022-12-02
Jash Engineering,840.10,846.75,0.79,weekly nse groupall 2022-12-02
Indian Hotels Co,322.00,324.55,0.79,weekly nse groupall 2022-12-02
Action Construction,328.70,331.25,0.78,weekly nse groupall 2022-12-02
Automotive Axles,"1,995.10","2,010.65",0.78,weekly nse groupall 2022-12-02
SAL Steel,13.05,13.15,0.77,weekly nse groupall 2022-12-02
D P Abhushan,311.15,313.55,0.77,weekly nse groupall 2022-12-02
Jayant Agro Org,174.90,176.25,0.77,weekly nse groupall 2022-12-02
Sukhjit Starch &,423.60,426.85,0.77,weekly nse groupall 2022-12-02
Choice Internati,268.05,270.10,0.76,weekly nse groupall 2022-12-02
Dhunseri Tea & Indus,217.65,219.30,0.76,weekly nse groupall 2022-12-02
Vedant Fashions,"1,389.95","1,400.35",0.75,weekly nse groupall 2022-12-02
Tata Teleservices (M,100.30,101.05,0.75,weekly nse groupall 2022-12-02
Crest Ventures,166.55,167.80,0.75,weekly nse groupall 2022-12-02
Punj. NationlBak,53.60,54.00,0.75,weekly nse groupall 2022-12-02
Balmer Lawrie &,121.55,122.45,0.74,weekly nse groupall 2022-12-02
IIFL Securities,68.15,68.65,0.73,weekly nse groupall 2022-12-02
Sundaram Fasten.,903.40,910.00,0.73,weekly nse groupall 2022-12-02
Munjal Showa Ltd,110.25,111.05,0.73,weekly nse groupall 2022-12-02
Rajesh Exports L,722.05,727.30,0.73,weekly nse groupall 2022-12-02
TVS Electronics,283.40,285.45,0.72,weekly nse groupall 2022-12-02
Sandhar Technologies,228.95,230.60,0.72,weekly nse groupall 2022-12-02
Rane Engine Valve Lt,221.40,222.95,0.7,weekly nse groupall 2022-12-02
Manaksia Steels,35.60,35.85,0.7,weekly nse groupall 2022-12-02
Tata Chemicals,"1,032.10","1,039.35",0.7,weekly nse groupall 2022-12-02
Amber Enterprises,"1,997.75","2,011.75",0.7,weekly nse groupall 2022-12-02
Nagreeka Capital & I,14.35,14.45,0.7,weekly nse groupall 2022-12-02
Career Point,145.05,146.05,0.69,weekly nse groupall 2022-12-02
Indostar Capital Fin,151.90,152.95,0.69,weekly nse groupall 2022-12-02
Suven Pharmaceutical,464.25,467.35,0.67,weekly nse groupall 2022-12-02
Indian Overseas,22.80,22.95,0.66,weekly nse groupall 2022-12-02
Shyam Metalics,293.65,295.55,0.65,weekly nse groupall 2022-12-02
Mangalam Cement,336.55,338.75,0.65,weekly nse groupall 2022-12-02
Page Industries Ltd.,"47,233.40","47,539.15",0.65,weekly nse groupall 2022-12-02
HCL Technologies,"1,128.20","1,135.55",0.65,weekly nse groupall 2022-12-02
KPI Green Energy,906.65,912.50,0.65,weekly nse groupall 2022-12-02
Nitco Ltd.,23.00,23.15,0.65,weekly nse groupall 2022-12-02
AKG Exim Ltd.,61.10,61.50,0.65,weekly nse groupall 2022-12-02
Goa Carbons,596.45,600.25,0.64,weekly nse groupall 2022-12-02
Sansera Engineering,790.50,795.50,0.63,weekly nse groupall 2022-12-02
NoidaTollBridge,8.00,8.05,0.63,weekly nse groupall 2022-12-02
Nahar Poly Films Ltd,284.40,286.20,0.63,weekly nse groupall 2022-12-02
Stove Kraft,607.75,611.60,0.63,weekly nse groupall 2022-12-02
Aster DM Healthcare,232.05,233.50,0.62,weekly nse groupall 2022-12-02
IFB Agro Indus,561.90,565.30,0.61,weekly nse groupall 2022-12-02
LT Foods Ltd.,115.05,115.75,0.61,weekly nse groupall 2022-12-02
Kanani Industries Lt,8.20,8.25,0.61,weekly nse groupall 2022-12-02
Sun Pharma.,"1,033.85","1,040.00",0.59,weekly nse groupall 2022-12-02
Torrent Power Ltd.,546.50,549.70,0.59,weekly nse groupall 2022-12-02
Global Vectra Helico,51.85,52.15,0.58,weekly nse groupall 2022-12-02
Kavveri Telecom Prod,8.65,8.70,0.58,weekly nse groupall 2022-12-02
Autoline Industries,87.20,87.70,0.57,weekly nse groupall 2022-12-02
CSB Bank,218.00,219.25,0.57,weekly nse groupall 2022-12-02
Allied Digital Servi,105.20,105.80,0.57,weekly nse groupall 2022-12-02
Bafna Pharmaceutical,98.65,99.20,0.56,weekly nse groupall 2022-12-02
Tips Films,495.75,498.55,0.56,weekly nse groupall 2022-12-02
TD Power Systems Ltd,115.85,116.50,0.56,weekly nse groupall 2022-12-02
Laxmi Organic Indust,302.55,304.20,0.55,weekly nse groupall 2022-12-02
Bajaj Finserv Ltd.,"1,633.70","1,642.65",0.55,weekly nse groupall 2022-12-02
Adani Enterprises Lt,"3,901.10","3,922.50",0.55,weekly nse groupall 2022-12-02
ZF Commercial Vehicl,"9,315.65","9,367.10",0.55,weekly nse groupall 2022-12-02
HDFC Life Insurance,586.60,589.85,0.55,weekly nse groupall 2022-12-02
Ind-Swift L,9.20,9.25,0.54,weekly nse groupall 2022-12-02
Datamatics Global Se,306.80,308.45,0.54,weekly nse groupall 2022-12-02
PNB Housing Finance,443.85,446.25,0.54,weekly nse groupall 2022-12-02
Shyam Telecom,9.45,9.50,0.53,weekly nse groupall 2022-12-02
Federal Bank,132.55,133.25,0.53,weekly nse groupall 2022-12-02
Bajaj Auto,"3,640.25","3,659.35",0.52,weekly nse groupall 2022-12-02
JK Paper Ltd.,411.95,414.10,0.52,weekly nse groupall 2022-12-02
Restaurant Brands,117.10,117.70,0.51,weekly nse groupall 2022-12-02
Tata Motors Ltd.,433.20,435.40,0.51,weekly nse groupall 2022-12-02
Narayana Hrudayalaya,753.75,757.60,0.51,weekly nse groupall 2022-12-02
Tata Power Co.,224.10,225.25,0.51,weekly nse groupall 2022-12-02
InterGlobe Aviation,"1,906.95","1,916.50",0.5,weekly nse groupall 2022-12-02
Jullundur Motor,69.50,69.85,0.5,weekly nse groupall 2022-12-02
Precision Camshafts,108.95,109.50,0.5,weekly nse groupall 2022-12-02
Biocon,282.15,283.55,0.5,weekly nse groupall 2022-12-02
Jai Balaji Industrie,41.45,41.65,0.48,weekly nse groupall 2022-12-02
Sreeleathers Ltd.,217.40,218.45,0.48,weekly nse groupall 2022-12-02
Greenply Industr,159.65,160.40,0.47,weekly nse groupall 2022-12-02
Indraprastha Med,85.20,85.60,0.47,weekly nse groupall 2022-12-02
Nectar Lifesciences,21.10,21.20,0.47,weekly nse groupall 2022-12-02
Time Technoplast Ltd,96.10,96.55,0.47,weekly nse groupall 2022-12-02
Patanjali Foods,"1,266.85","1,272.75",0.47,weekly nse groupall 2022-12-02
Exxaro Tiles,118.30,118.85,0.46,weekly nse groupall 2022-12-02
Vinyl Chemicals,546.55,549.00,0.45,weekly nse groupall 2022-12-02
Dhanuka Agritech Ltd,702.15,705.30,0.45,weekly nse groupall 2022-12-02
Aavas Financiers,"1,905.90","1,914.35",0.44,weekly nse groupall 2022-12-02
Fine Organic Indus,"6,079.10","6,105.60",0.44,weekly nse groupall 2022-12-02
GMR Power and Urban,23.30,23.40,0.43,weekly nse groupall 2022-12-02
Laxmi Cotspin,23.30,23.40,0.43,weekly nse groupall 2022-12-02
Marksans Pharma,58.10,58.35,0.43,weekly nse groupall 2022-12-02
Adani Power Ltd.,323.95,325.30,0.42,weekly nse groupall 2022-12-02
Poly Medicure Lt,959.95,964.00,0.42,weekly nse groupall 2022-12-02
Mangalam Organics,540.65,542.85,0.41,weekly nse groupall 2022-12-02
KEC International Lt,417.55,419.25,0.41,weekly nse groupall 2022-12-02
Ausom Enterprise,73.35,73.65,0.41,weekly nse groupall 2022-12-02
Fortis Healthcare,287.55,288.70,0.4,weekly nse groupall 2022-12-02
Universus Photo Imag,525.95,528.05,0.4,weekly nse groupall 2022-12-02
V2 Retail,100.55,100.95,0.4,weekly nse groupall 2022-12-02
Aether Industries,904.00,907.50,0.39,weekly nse groupall 2022-12-02
Spicejet Ltd.,38.80,38.95,0.39,weekly nse groupall 2022-12-02
Kohinoor Foods Ltd.,53.45,53.65,0.37,weekly nse groupall 2022-12-02
Banaras Beads Li,82.55,82.85,0.36,weekly nse groupall 2022-12-02
Nilkamal Ltd.,"1,925.95","1,932.90",0.36,weekly nse groupall 2022-12-02
Rajshree Polypack,167.50,168.10,0.36,weekly nse groupall 2022-12-02
Steel Strips Wheels,164.85,165.45,0.36,weekly nse groupall 2022-12-02
Capacit'e Infraproje,143.90,144.40,0.35,weekly nse groupall 2022-12-02
Guj. Industries,88.20,88.50,0.34,weekly nse groupall 2022-12-02
Tera Software,46.80,46.95,0.32,weekly nse groupall 2022-12-02
Grindwell Norton,"1,931.95","1,937.90",0.31,weekly nse groupall 2022-12-02
GFL L,67.55,67.75,0.3,weekly nse groupall 2022-12-02
Superhouse,214.65,215.30,0.3,weekly nse groupall 2022-12-02
CMS Info Systems,333.65,334.65,0.3,weekly nse groupall 2022-12-02
Malu Paper Mills,33.10,33.20,0.3,weekly nse groupall 2022-12-02
Mahi. & Mahi,"1,260.80","1,264.60",0.3,weekly nse groupall 2022-12-02
Bajaj Electricals,"1,105.25","1,108.50",0.29,weekly nse groupall 2022-12-02
BPL Ltd.,71.55,71.75,0.28,weekly nse groupall 2022-12-02
Kanpur Plasti.,92.30,92.55,0.27,weekly nse groupall 2022-12-02
Jindal Photo,346.00,346.95,0.27,weekly nse groupall 2022-12-02
Vindhya Telelink,"1,651.50","1,655.85",0.26,weekly nse groupall 2022-12-02
JSW Energy Ltd.,307.60,308.40,0.26,weekly nse groupall 2022-12-02
Lagnam Spintex,59.85,60.00,0.25,weekly nse groupall 2022-12-02
ONGC,140.55,140.90,0.25,weekly nse groupall 2022-12-02
Lumax Auto Technolog,264.40,265.05,0.25,weekly nse groupall 2022-12-02
HG Infra Engineering,591.80,593.20,0.24,weekly nse groupall 2022-12-02
JBM Auto,425.25,426.25,0.24,weekly nse groupall 2022-12-02
Sanginita Chemicals,21.60,21.65,0.23,weekly nse groupall 2022-12-02
Jindal Stainless,176.55,176.95,0.23,weekly nse groupall 2022-12-02
Adani Transmission L,"2,739.60","2,745.70",0.22,weekly nse groupall 2022-12-02
Bharti Airtel,846.85,848.65,0.21,weekly nse groupall 2022-12-02
Venus Remedies L,198.70,199.10,0.2,weekly nse groupall 2022-12-02
BASF India Lt,"2,658.60","2,664.00",0.2,weekly nse groupall 2022-12-02
Uniphos Enterprises,133.60,133.85,0.19,weekly nse groupall 2022-12-02
NOCIL Ltd.,233.15,233.60,0.19,weekly nse groupall 2022-12-02
GlaxoSmithKline Phar,"1,333.70","1,336.15",0.18,weekly nse groupall 2022-12-02
Maha. Seamless,387.25,387.95,0.18,weekly nse groupall 2022-12-02
Sundaram Finance,"2,254.30","2,258.25",0.18,weekly nse groupall 2022-12-02
V-Guard Ind.Ltd.,251.95,252.40,0.18,weekly nse groupall 2022-12-02
Aptech,326.45,327.05,0.18,weekly nse groupall 2022-12-02
Marshall Machines,28.35,28.40,0.18,weekly nse groupall 2022-12-02
Ambica Agarbathi,29.10,29.15,0.17,weekly nse groupall 2022-12-02
Wendt India,"8,190.85","8,205.05",0.17,weekly nse groupall 2022-12-02
Dixon Technologies,"4,368.30","4,375.15",0.16,weekly nse groupall 2022-12-02
Emami Paper Mill,152.80,153.05,0.16,weekly nse groupall 2022-12-02
Pasupati Acrylon,30.65,30.70,0.16,weekly nse groupall 2022-12-02
Polyplex Corpn.,"1,782.50","1,785.10",0.15,weekly nse groupall 2022-12-02
Apcotex Industries L,487.50,488.25,0.15,weekly nse groupall 2022-12-02
Hitech Corporation,241.10,241.45,0.15,weekly nse groupall 2022-12-02
Alembic Pharmaceutic,597.85,598.70,0.14,weekly nse groupall 2022-12-02
Infosys,"1,635.65","1,637.90",0.14,weekly nse groupall 2022-12-02
Anand Rathi Wealth,709.85,710.80,0.13,weekly nse groupall 2022-12-02
Mas Financial Servic,846.50,847.60,0.13,weekly nse groupall 2022-12-02
Hardwyn India,331.10,331.50,0.12,weekly nse groupall 2022-12-02
Kotak Mahindra Bank,"1,928.40","1,930.80",0.12,weekly nse groupall 2022-12-02
Bodal Chemicals,80.45,80.55,0.12,weekly nse groupall 2022-12-02
Emmbi Industries,93.35,93.45,0.11,weekly nse groupall 2022-12-02
BSE,571.95,572.60,0.11,weekly nse groupall 2022-12-02
Shiva Mills,102.75,102.85,0.1,weekly nse groupall 2022-12-02
Pokarna Ltd.,447.70,448.10,0.09,weekly nse groupall 2022-12-02
HB Stockholding,57.15,57.20,0.09,weekly nse groupall 2022-12-02
KPIT Technologies,718.35,719.00,0.09,weekly nse groupall 2022-12-02
Yuken India,499.70,500.10,0.08,weekly nse groupall 2022-12-02
Vesuvius India,"1,736.90","1,738.15",0.07,weekly nse groupall 2022-12-02
Ujjivan Financial,295.80,296.00,0.07,weekly nse groupall 2022-12-02
Oriental Aromatics,453.35,453.65,0.07,weekly nse groupall 2022-12-02
Mahamaya Steel Indus,68.95,69.00,0.07,weekly nse groupall 2022-12-02
SMC Global Secur,79.20,79.25,0.06,weekly nse groupall 2022-12-02
Tega Industries,571.75,572.00,0.04,weekly nse groupall 2022-12-02
Bajaj Holdings & Inv,"6,371.80","6,374.45",0.04,weekly nse groupall 2022-12-02
ICICI Bank,930.30,930.60,0.03,weekly nse groupall 2022-12-02
SBI,607.40,607.55,0.02,weekly nse groupall 2022-12-02
Sumitomo Chemical,470.50,470.60,0.02,weekly nse groupall 2022-12-02
Orchid Pharma,400.25,400.35,0.02,weekly nse groupall 2022-12-02
